Rank,Username,UserID,GrossEarning
92,julien,85581832,918684.35
93,mang0,26551727,916857.66
94,Kitboga,32787655,915795.53
95,chocoTaco,69906737,913022.39
96,alexelcapo,36138196,911427.22
97,Anomaly,76508554,908794.96
98,Jerma985,23936415,906602.0
99,The8BitDrummer,63321379,895020.23
100,TSM_ImperialHal,146922206,886999.17
101,Northernlion,14371185,885361.18
102,ChilledChaos,9528182,883566.24
103,Kamet0,27115917,875390.99
104,lilypichu,31106024,863676.09
105,daltoosh,260722430,856401.39
106,mistermv,28575692,845325.33
107,HusKerrs,30079255,843030.68
108,OgamingLoL,71852533,842794.96
109,nl_Kripp,29795919,839495.65
110,Cellbit,28579002,837794.54
111,cloakzy,81687332,832019.92
112,Syndicate,16764225,829355.78
113,Quin69,56649026,825664.85
114,ELoTRiX,43286888,813454.11
115,imaqtpie,24991333,809976.21
116,Gotaga,24147592,807133.41
117,Nick28T,49303276,806468.59
118,forsen,22484632,806443.92
119,JASONR,103262684,802987.26
120,Ramee,95873995,795538.88
121,chowh1,117168642,792789.64
122,PietSmiet,21991090,792404.67
123,LosPollosTV,61433001,782537.02
124,POW3Rtv,38499199,778962.76
125,Shlorox,40784764,776253.88
126,GMHikaru,103268673,773831.12
127,Lord_Kebun,163836275,772591.09
128,Myth,110690086,771269.45
129,chessbrah,25259668,767384.56
130,SmallAnt,117349875,767021.78
131,AnthonyZ,119415848,764149.47
132,slEEPy,135052907,760127.72
133,AvoidingThePuddle,23528098,757872.38
134,LCS,124420521,747317.59
135,Sardoche,50795214,743215.01
136,Dhalucard,16064695,736662.21
137,Nmplol,21841789,732946.56
138,CaptainSparklez,15554591,728635.8
139,fl0m,25093116,727817.81
140,DougisRaw,54498880,721707.76
141,Domingo,40063341,720803.7
142,IlloJuan,90075649,717497.94
143,UberHaxorNova,7010591,716741.36
144,Baiano,140772558,715164.26
145,dasMEHDI,31557869,713632.27
146,Hitchariide,37853510,713465.98
147,Hungrybox,30666848,713206.3
148,Nagzz21,32043488,712081.29
149,lilsimsie,109809539,710612.86
150,TSM_Viss,90020006,703326.25
151,GameAttack,131862486,696484.55
152,Rallied,62663660,694831.3
153,TheBubbaArmy,118342490,683153.32
154,Repullze,118202507,682731.24
155,aceu,88946548,682093.96
156,aDrive,14339949,680547.19
157,GeorgeNotFound,474849254,679596.93
158,KingGeorge,117379932,678897.77
159,kennybeats,477294350,676956.77
160,Yassuo,121203480,675596.69
161,Beaulo,38553197,671094.57
162,Yogscast,20786541,669239.53
163,ironmouse,175831187,668920.56
164,JoshOG,54706574,668687.52
165,Mews,47606906,666704.09
166,GrandPOObear,53831996,666137.02
167,MiltonTPike1,153314610,658448.14
168,Kyle,154425624,657522.72
169,Otzdarva,61812950,653225.25
170,JLTomy,155601320,645444.5
171,Pieface23,52615982,645314.3
172,Solary,174955366,644688.02
173,itsHafu,30777889,644594.01
174,Ponce,50597026,640778.22
175,LuluLuvely,94875296,637932.36
176,らっだぁ,119506529,636521.9
177,Agraelus,36620767,633489.5
178,richwcampbell,127463427,630364.63
179,JERICHO,10397006,629955.6
180,Limmy,10386664,628472.31
181,Jelty,245226810,627626.02
182,FolagorLives,30857876,626393.01
183,Sweatcicle,96706929,620985.94
184,Sacriel,23735582,618731.53
185,Vader,69759951,618207.53
186,YoDa,47071880,615095.22
187,pokelawls,12943173,615074.49
188,fuslie,83402203,610628.79
189,SPYGEA,10985633,606858.47
190,jacksepticeye,44578737,606081.47
191,Timmac,9244832,605512.09
192,BruceDropEmOff,88084663,604888.06
193,RTGame,88547576,604390.26
194,DansGaming,7236692,604025.46
195,Xposed,106065411,602968.46
196,elded,76385901,601655.65
197,Pace22,31457014,598952.4
198,Arcadum,26241991,598365.64
199,72hrs,101400190,594874.86
200,supertf,59635827,592979.85
201,SovietWomble,67802451,590179.47
202,Staryuuki,167189231,588119.25
203,otplol_,622498423,583056.17
204,DarioMocciaTwitch,53065331,580696.35
205,StableRonaldo,246450563,580631.63
206,Jay3,133220545,578308.31
207,casimito,254489093,576506.59
208,CallMeKevin,23492760,575285.42
209,Jinnytty,159498717,573732.21
210,Squeezie,52130765,571952.82
211,T90Official,92957305,570639.29
212,SolaryFortnite,198506129,570553.43
213,Day9tv,18587270,568587.64
214,RiffTrax,7832442,566487.65
215,LCK,124425501,565973.19
216,Sweet_Anita,217377982,564229.4
217,PENTA,84316241,563271.94
218,Amar,67931625,562244.13
219,SweeetTails,183390095,561886.68
220,imls,26513896,557622.52
221,B0aty,27107346,554900.72
222,NarcolepticNugget,93641995,554767.45
223,MckyTV,101572475,554529.28
224,WilburSoot,185048086,553463.86
225,Staiy,48865821,553223.59
226,JonBams,28252159,552905.49
227,Reborn_Live,109492660,551516.6
228,BLASTPremier,163299585,551470.9
229,Sequisha,25458544,550959.47
230,elxokas,31919607,550908.31
231,Xari,88301612,550809.19
232,Loeya,166279350,550629.0
233,Rogue,64581694,549781.54
234,MrBboy45,21080562,547832.06
235,IceManIsaac,71445641,546745.94
236,MYM_ALKAPONE,31478096,545141.18
237,Tommey,25736477,544144.74
238,runthefutmarket,143759910,543036.6
239,ilMasseo,55933037,540864.81
240,Nightblue3,26946000,535513.98
241,NiceWigg,415954300,533863.87
242,TrilluXe,55898523,533493.81
243,Greekgodx,15310631,527532.51
244,JonSandman,47034673,527217.81
245,GP_TV,52763608,526744.76
246,AdmiralBulldog,30816637,526618.63
247,PotasticP,501717654,522610.19
248,Hiko,26991127,522313.82
249,Zombie_Barricades,36125736,522048.16
250,limit_maximum,42490770,518999.34
251,Elajjaz,26921830,518435.79
252,Sapnap,44332309,516695.5
253,karljacobs,124442278,515414.54
254,orangemorange,95603047,515276.46
255,BastiGHG,38121996,512925.83
256,AnEternalEnigma,20485198,512436.37
257,FrostPrime_,95416766,511976.29
258,Elraenn,165080419,511062.56
259,Heelmike,96419668,505075.54
260,benjyfishy,66983298,504753.07
261,Emongg,23220337,503358.12
262,cyr,37522866,500827.01
263,DizzyKitten,47474524,499904.64
264,5uppp,86061418,499719.11
265,Chess,7601562,499677.45
266,MacieJay,122320848,498625.36
267,FORMAL,12338326,497208.24
268,QuickyBaby,30623831,496845.81
269,QuarterJade,173758090,495743.63
270,Homyatol,21167655,495465.43
271,Vinesauce,25725272,494955.87
272,Klean,126436297,491676.63
273,veibae,97245742,490622.56
274,Altair,190708734,489686.9
275,Bonjwa,73437396,489581.35
276,Tomato,43784278,486323.9
277,Merk,41652,486258.84
278,IWillDominate,25653002,483516.93
279,Ash_on_LoL,60198919,483375.24
280,39daph,160504245,482452.03
281,sneakylol,24538518,482188.81
282,roflgator,11897156,482008.97
283,NateHill,181224914,480686.76
284,iiTzTimmy,45302947,479364.09
285,SarayaOfficial,465510646,478224.92
286,Pengu,85956078,476245.86
287,Xiuder_,160489367,476126.77
288,EmadGG,154526718,475537.39
289,SparcMac,41244221,475051.28
290,Mathil1,25575995,473922.36
291,sips_,26538483,473105.01
292,knekro,152633332,472488.31
293,LobosJr,28640725,470360.79
294,DarkViperAU,57519051,469238.68
295,DavyJones,39795492,468278.43
296,exzachtt,421356930,468037.23
297,Anastasia_Rose_Official,503630305,467896.53
298,ElmiilloR,44880944,466108.56
299,Smoke,70880222,465763.18
300,Zentreya,128440061,464334.09
301,Aurateur,107536229,462866.1
302,sweetdreams,143726713,462732.42
303,JoeWo,209428921,462269.36
304,DooleyNotedGaming,96161915,459362.05
305,aircool,178238725,458651.32
306,Puppers,26780336,457738.53
307,BoxyFresh,130404073,456375.44
308,itmeJP,10817445,455391.69
309,iskall85,69239046,454457.54
310,MuTeX,98506045,452558.74
311,Towelliee,20694610,451896.13
312,Weak3n,25220420,451244.52
313,BeyondTheSummit,29578325,450246.93
314,ONE_shot_GURL,88398526,450199.88
315,WankilStudio,31289086,449441.39
316,Naowh,53649632,447535.78
317,Moonryde,48192899,446688.69
318,Chica,70661496,446661.13
319,TFBlade,59308271,446250.86
320,Calebhart42,20508512,445209.01
321,Nadeshot,21130533,444296.43
322,Baddie,123248345,443611.61
323,Kruzadar,90222378,443279.1
324,SmiteGame,31500812,442898.47
325,Nokokopuffs,37175851,441256.42
326,Bawkbasoup,48533154,440047.13
327,Trick2g,28036688,439187.76
328,GeekandSundry,36619809,438593.49
329,Moondye7,35933008,438281.65
330,Perxitaa,35980866,438180.37
331,VarsityGaming,114856888,436292.17
332,nyanners,82350088,434790.17
333,DanucD,189755167,434142.6
334,Minion777,31549282,433604.53
335,Crayator,50191268,432450.25
336,RoyalPhunk,21431060,430882.56
337,Mongraal,133705618,429075.12
338,bateson87,28369163,427583.46
339,ShivFPS,128149102,427198.44
340,Lysium,44574567,426148.3
341,DJFranzen,501768753,425302.2
342,ImMarksman,15386355,425121.69
343,BrookeAB,214560121,424638.41
344,GothamChess,151283108,424505.01
345,Snip3down,21270244,424308.63
346,Cerbero_Podcast,264708119,423722.29
347,Spofie,26830215,423453.4
348,AntoineDaniel,135468063,422604.53
349,LoadingReadyRun,27132299,422030.95
350,AyyTrae,139016093,420120.27
351,Tectone,27717340,417439.77
352,The_Happy_Hob,87803283,417250.55
353,BotezLive,127550308,416813.43
354,mL7support,51929371,416805.02
355,SparkofPhoenixTV,36464115,414431.63
356,ZeplaHQ,133394398,413992.39
357,ESL_SC2,30220059,413710.48
358,餐餐自由配,24765850,413460.98
359,boxbox,38881685,411467.76
360,Oonolive,70983894,409688.05
361,peterparkTV,124494583,409558.43
362,Destroy,53927878,407718.88
363,Annoying,92372244,407359.13
364,HAchubby,195166073,407118.96
365,CallMeCarsonLIVE,76055616,406819.76
366,INSCOPE21TV,38169925,406299.72
367,Deadlyslob,12731745,405819.52
368,Zerkaa,13884994,405785.95
369,velox,109778370,405699.7
370,Swiftor,274625,405678.69
371,Loserfruit,41245072,405651.44
372,Whippy,28564152,404510.04
373,DreamHackCS,22859264,404017.96
374,Chap,192678094,403384.61
375,LuckyChamu,143646010,401188.59
376,TeosGame,98099061,400173.21
377,jakenbakeLIVE,11249217,399138.62
378,WARDELL,100182904,396847.59
379,Datto,42296879,396157.68
380,Scarra,22253819,395026.6
381,Bajheera,22916751,394855.53
382,MatteoHS,124318726,393357.59
383,Dekarldent,137907801,392633.11
384,DuelLinksMeta,149727725,391136.19
385,TheDeluxe4,11198364,390900.9
386,IamCristinini,123922797,390284.94
387,hambinooo,123800771,390263.12
388,Punz,217965779,389561.63
389,WillerZ,118155820,389109.79
390,JustGaBBo,45139193,386436.36
391,Earlswood,40978479,385466.79
392,RiceGum,40580009,384750.71
393,GoldGlove,1518077,384136.98
394,miniminter,39894746,384001.55
395,AussieAntics,224539819,383521.79
396,SolaryHS,416031592,383262.65
397,Payo,59624901,380937.11
398,MasterSnakou,42141251,380726.19
399,skill4ltu,110775952,380581.59
400,Preachlfw,23857542,380556.22
401,LAGTVMaximusBlack,23945610,380499.3
402,CodeMiko,500128827,380398.75
403,Chainbrain,38547166,379660.16
404,Im_Dontai,81918254,378363.23
405,TheDanDangler,435049951,377766.54
406,KindaFunnyGames,71031406,377655.95
407,Ssaab,116888929,376835.6
408,JustaMinx,134609454,376227.17
409,koil,26469355,375884.5
410,Sanchovies,115659124,375842.48
411,Kamikatze,107551531,375412.45
412,TheStockGuy,249820319,373394.85
413,speros_,137218232,373006.03
414,xChocoBars,42583390,371962.7
415,x2Twins,189290002,370496.57
416,dogdog,60978448,370081.82
417,DechartGames,189106199,368277.42
418,LEC,124422593,368189.99
419,AnniTheDuck,126884070,368159.87
420,IFrostBolt,77913099,368005.46
421,VALORANT,490592527,367663.86
422,JoltzDude139,24476451,366396.55
423,Welyn,128892121,365892.95
424,Leopard,16995144,364620.77
425,Jahrein,6768122,364441.62
426,yourragegaming,36926489,364089.64
427,Faux,40980097,363553.68
428,CaptainPuffy,24338391,362731.82
429,ziGueira,32171655,362584.09
430,DNP3,216672046,361635.38
431,thedragonfeeney,111181680,360867.55
432,SenseiCJ,55803463,358961.28
433,epicenter_en1,118170488,358797.42
434,Rakin,44099416,358711.04
435,Incon,37047104,358117.44
436,A_Seagull,19070311,357448.37
437,JaboodyShow,42896693,357411.96
438,Mouzakrobat,97903976,357124.34
439,projektmelody,478575546,355827.18
440,metashi12,56489971,354846.84
441,noelmiller,175152654,354564.65
442,Gorgc,108268890,354053.28
443,TearofGrace,23874126,353953.45
444,AnneMunition,51533859,353935.02
445,jccaylen,213368384,353666.9
446,Sattelizer,39249330,353573.71
447,Dexbonus,20483303,353270.98
448,PointCrow,87111052,352331.78
449,Tyceno,100048582,351662.01
450,CoconutB,56395702,351565.66
451,Strippin,23179441,350746.85
452,Distortion2,36324138,350158.56
453,OgamingSC2,71852806,349409.33
454,Bigpuffer,41616317,349238.67
455,Halifax,27931774,349136.82
456,Enviosity,44390855,348766.17
457,BreaK,37851229,348649.63
458,THump,111518512,348029.94
459,brendonurie,103356732,347648.5
460,DatModz,24124090,346760.66
461,AmericanDad,145151151,346438.23
462,Athena,140551421,345921.45
463,its_iron,411746363,345914.89
464,OhTofu,96235256,345244.37
465,Kate,73625408,345204.74
466,TrU3Ta1ent,48286022,343884.88
467,Flight23white,51270104,343458.81
468,ShahZaM,38433240,343260.59
469,theatrinidad,527278586,341748.21
470,G4G_REVENANT,38446500,341566.29
471,MenosTrece,85652487,341527.26
472,m0xyy,69012069,340730.45
473,Zizaran,36483360,339206.3
474,Crowder,46666957,336355.65
475,iateyourpie,27787567,335898.98
476,SheriffEli,144555242,335683.35
477,firedragon,40028988,335651.0
478,NRG_Hamlinz,67143805,335069.35
479,APlatypuss,39464264,333777.38
480,Linkus7,36066935,332334.23
481,Zoomaa,105584645,331031.43
482,PimpCSGO,37799181,330978.72
483,AxialMatt,3102991,330379.6
484,Thijs,57025612,329770.56
485,Smokaloke,51486023,329641.71
486,AustinShow,40197643,329404.8
487,Silvervale,56938961,328656.14
488,KuruHS,63179445,328269.81
489,SoloRenektonOnly,30227322,327790.53
490,cdewx,24666044,327387.96
491,Rizzo,23097521,327134.4
492,CobaltStreak,31723226,327106.24
493,RevedTV,97123979,327065.52
494,Doublelift,40017619,326083.26
495,EWROON,82197170,325343.32
496,heyimbee,26903378,324426.73
497,Ray__C,107305687,324350.3
498,ClintStevens,86268118,323919.76
499,eliasn97,238813810,323711.32
500,Spaceboy,61312447,322062.74
501,Heideltraut,42971110,322047.33
502,Momo,38852102,322031.99
503,SummonersInnLive,40336240,321277.98
504,TommyKayLIVE,157636141,320472.9
505,ProtonJon,320878,319376.97
506,scoped,193270950,319158.97
507,MrLlamaSC,28379957,318935.53
508,MajinPhil,50185928,318707.9
509,TheCHUGS,112059585,318080.88
510,Katrine,41969829,317437.52
511,Magic,26991613,317327.67
512,blxckoutz,156961894,316724.22
513,KristoferYee,254756234,316371.08
514,midbeast,92113890,315004.28
515,Kalei,69588825,313812.59
516,loud_coringa,569325723,313516.11
517,SwaggerSouls,84432477,312933.69
518,DoktorFroid,58221890,312847.49
519,KendineMuzisyen,79087140,312742.32
520,SkyrrozTV,52349411,311955.4
521,FanHOTS,42556012,311877.46
522,懶貓,23852822,311289.71
523,TaliaMar,156788264,311202.24
524,풍월량,103825127,310996.65
525,sujagg,96564203,310216.6
526,Button,38197393,309086.36
527,ilGattoSulTubo,39432884,308761.34
528,Kotton,81463115,308731.63
529,HippieHabitat,184448016,308510.15
530,DalasReview,51366401,307914.2
531,Ziggy,45453222,307626.89
532,AnnieFuchsia,61294188,306957.38
533,Giantwaffle,22552479,306642.7
534,MasterTay,29214396,306126.49
535,AquaFPS,134666774,306058.67
536,FollowGrubby,20992865,305432.51
537,whyyyyyyysoserious,121303390,304871.3
538,Criken,16689163,304783.01
539,StaysafeTV,29899360,303871.15
540,TheRunningManZ,69824993,302637.59
541,wintergaming,25766032,302172.44
542,Jasper7se,77415295,301264.14
543,ExcessiveProfanity,38640167,300641.96
544,LEGIQN,20087878,300220.49
545,ZeRoyalViking,1845004,299931.3
546,DrGluon,56361303,299709.0
547,Slushpuppy,145233973,299588.76
548,Sotus,149571658,299364.03
549,ChillboBagginz,142134132,299156.61
550,Masayoshi,46673989,298917.62
551,GassyMexican,23057278,298146.49
552,Repaz,101020771,297617.73
553,ProblemWright,64372897,297164.65
554,Shaunz,43102846,296747.2
555,Generikb,165785,296435.49
556,ProfessorBroman,39158791,296018.8
557,Kobi,132050369,295170.13
558,LexVeldhuis,25009441,294298.16
559,Shurjoka,46544012,294223.87
560,Loveabilities,89336432,294127.56
561,JeelTV,114119743,293774.31
562,btssmash,214062798,293771.77
563,Tourva,47282097,293188.05
564,Silky,451786566,292976.01
565,빢유환,74138996,292227.06
566,StephenGeorg,27150884,291521.92
567,SackziTV,139504995,291178.08
568,HisandHersLive,24112133,290356.65
569,QTCinderella,247808909,289828.88
570,NeZaK_,179144678,289710.94
571,bananabrea,89486159,289563.71
572,BurkeBlack,44338537,289475.5
573,XEWER,88524154,289352.18
574,LittleBigWhale,121652526,289179.37
575,AlphaCast,94435040,288639.2
576,서새봄냥,30904062,287508.68
577,Co1azo,212744599,287481.48
578,FreeMasonLive,182962411,287082.46
579,ClassyBeef,402991688,287060.5
580,Lolathon,163491827,285844.06
581,Replays,146790215,285575.28
582,imPheetus,137098928,285460.17
583,SR_Kaif,22479463,284593.93
584,AsmodaiTV,52968416,283997.85
585,hexy,27586515,283780.0
586,AndyMilonakis,51858842,283763.15
587,JeffHoogland,30214074,283614.85
588,Victorias,10180554,283381.68
589,MurderCrumpet,277057209,283042.99
590,Mmorpg,41684297,282998.88
591,ConnorEatsPants,37455669,282962.68
592,uhSnow,122887284,282956.36
593,IslandGrown,86488732,282465.03
594,Granny,412027243,282321.75
595,Foolish_Gamers,145015519,282083.07
596,Werlyb,30357893,282060.55
597,itswill,43246220,281953.07
598,kutcherlol,65757403,281588.32
599,Shiphtur,26560695,281469.36
600,michaelreeves,469790580,280684.73
601,AlfredoPlays,49620437,280384.8
602,악어,138117508,279443.52
603,aypierre,29753247,279061.25
604,landonorris,174809651,278522.65
605,HellYeahPlay,76441880,278270.39
606,X33N,92653727,277947.77
607,M4cM4nus,50876702,277738.14
608,TheMrSark,11824781,277329.57
609,uzra,11692694,276791.23
610,iddqd,123484627,276132.05
611,Aa9skillz,20993498,275438.22
612,FrivviFox,79866989,273985.87
613,RealKraftyy,67650991,273680.55
614,Lethalfrag,23460970,273533.13
615,iaaraS2,142932807,273526.9
616,PatoPapao,35647075,273419.32
617,Cydonia_Chiara,181713478,273184.63
618,견자희,138542600,273160.02
619,pizfn,236507843,272965.58
620,Andy,29835104,272796.52
621,unsympathisch_tv,79769388,272184.45
622,Paoloidolo,29750090,272130.93
623,__unknown__,75502413,272046.51
624,Ki11erSix,31556569,271813.39
625,notmes,38878346,271563.62
626,TheGuill84,36318615,270909.27
627,TenZ,70225218,270717.63
628,Abyss,109545804,270664.04
629,WeAreTheVR,63493039,270449.66
630,PandaTV,38779717,269789.94
631,matthewkheafy,151637804,269311.17
632,CrReaM,2261919,269200.79
633,Grimmmz,9679595,268741.75
634,theRealShooKon3,41283727,268472.78
635,Natsumiii,42177890,268275.07
636,lestream,147337432,268048.17
637,Maya,235835559,267820.07
638,KalathrasLolweapon,184325380,267468.57
639,Diegosaurs,73779954,266101.7
640,NymN,62300805,266037.37
641,resttpowered,50063424,265741.7
642,jukes,77208443,264838.46
643,kyliebitkin,41568677,264413.18
644,helloitskolo,214437246,264134.71
645,YourFriendKyle,94247604,263933.15
646,broxh_,105533253,263724.0
647,AngelMelly,97280060,263189.34
648,KarmikKoala,54742538,262640.87
649,Teddy_RecKs,27253496,262555.97
650,SideArms4Reason,12578353,262245.49
651,KayzahR,109652110,261873.56
652,ZkMushroom,94760606,261678.73
653,Maghla,131215608,260307.02
654,Acie,184336761,260070.43
655,LyonWGFLive,31561517,260029.15
656,P4wnyhof,71672341,259835.36
657,willneff,122888997,259420.5
658,SmoshGames,37232495,258341.09
659,flamuu,63867913,258324.23
660,TheRealMarzaa,89600394,258177.88
661,RduLIVE,59965916,257803.04
662,ぐちつぼ,70947583,257075.99
663,chrismelberger,56582404,256128.63
664,TYT,495934954,255975.16
665,BigEx,415249792,255809.88
666,TobiasFate,91137296,255641.25
667,ShoXx__,103495737,255428.25
668,hJune,121111915,255427.41
669,wtcN,51950404,255411.39
670,Lythero,24449932,254502.67
671,Ranger,110892046,254456.45
672,Destiny,18074328,254231.92
673,Anton,63880003,254109.04
674,Smzinho,37705807,253393.78
675,AngryJoeShow,4123340,253276.64
676,xPandorya,35893764,252891.43
677,Oatsngoats,39886669,252881.25
678,Venalis,61292850,252425.98
679,SquishyMuffinz,90018770,251878.54
680,yeTz,27680990,251597.9
681,CrankGameplays,38953507,251315.7
682,H0llyLP,29565445,251079.93
683,xTheSolutionTV,56040562,250869.54
684,Anthony_Kongphan,21588571,250827.85
685,Central_Committee,109118789,250526.27
686,Arab,123067038,248009.57
687,Eret,27427227,247954.2
688,McCartney,402356183,247468.62
689,syrinxx1337,52028167,246832.42
690,Mrhappy1227,32679000,246755.55
691,theMYSTIC7hwd,171122649,246646.88
692,Alexby11,19942092,246087.88
693,SavinTheBees,78903253,245810.13
694,Sunni,67509214,245751.95
695,Low4n,35828637,245508.26
696,Maven,22739676,245306.68
697,artesianbuilds,96061540,245094.05
698,Dropped,107322698,244885.33
699,양띵,103440455,244655.64
700,heyZeusHeresToast,112094449,244482.61
701,Slyfoxhound,12928129,244468.97
702,bysTaXx,25690271,244319.45
703,thisEguy,66480362,243921.87
704,tarzaned,123782776,243058.13
705,Murda,78397626,242966.22
706,Beardageddon,74488574,242874.03
707,Tinkerleo,71968056,242841.18
708,JasonSulli,79519117,242389.18
709,dreamwastaken,451544676,242335.72
710,pqueen,177249859,242248.21
711,Morf_,39783270,242222.64
712,RTAinJapan,134850221,242101.74
713,Sloot,29363507,242050.83
714,singsing,21390470,241168.82
715,Sp4zie,28565473,240651.34
716,SteelToeShow,430980292,239641.09
717,Mitchflowerpower,23317308,238613.59
718,Ezekiel_III,14410317,238472.35
719,Tonton,72480716,238300.36
720,Geef,51465465,238138.77
721,Kephrii,31582795,237781.49
722,erobb221,96858382,237730.28
723,Markstrom,83821051,237636.15
724,Reverse2k,68292748,236848.26
725,__unknown__,143917159,236745.09
726,CPentagon,544788954,236126.5
727,GTimeTV,60160906,235993.93
728,Zfg1,8683614,235879.98
729,Matimi0,24198048,235821.1
730,DaigoTheBeasTV,115590970,235813.93
731,依渟,117348035,235738.99
732,Jessu,408679510,235579.07
733,PatrckStatic,40170801,235326.93
734,TrueGeordie,553122896,235118.07
735,Cardboard_Cowboy,29158331,235041.54
736,Vinc3ntvega,56453119,235023.16
737,LowkoTV,39317849,234810.7
738,Videoyun,24233423,234656.59
739,ErenBlaze,45799468,233923.2
740,Alinity,38718052,233802.0
741,GMNaroditsky,104410233,233641.74
742,Markiplier,30417073,233330.56
743,DanielaAzuaje_,77669901,233122.8
744,UnknownxArmy,405008403,233108.13
745,bnans,110176631,233080.1
746,GTAWiseGuy,62470768,233070.1
747,HarrisHeller,83080855,233067.41
748,GodKu,162278307,233053.48
749,CalebDMTG,35758713,233026.86
750,JOEYKAOTYK,76020989,232982.46
751,Insym,75738685,232728.25
752,BigSpinCR,144798294,232672.85
753,Ac7ionMan,124467382,232442.63
754,Swifty,23524577,232392.77
755,DonutOperator,119253305,232277.05
756,Takahata101,19911868,232066.85
757,PureChiLL,104543271,232023.17
758,Ranzratte,44759993,231424.52
759,Slade,97677500,231384.99
760,LacedUpLauren,37524427,231351.43
761,RubberNinja,10904915,231018.95
762,ElRichMC,30651868,230818.63
763,KamoLRF,161315772,230809.4
764,Kaydop,63675549,230768.85
765,MoMaN,18887776,230677.87
766,Valle,179597489,230519.81
767,Jukeyz,240454766,230494.57
768,dafran,41314239,230121.14
769,Albralelie,112868442,229720.69
770,Skyyart,70298660,229564.7
771,ESL_DOTA2,36481935,229543.04
772,FaZeBlaze,62134739,229439.06
773,trihex,22025290,229179.85
774,KarasMai,118241089,229179.27
775,StarLadder_cs_en,85875535,228830.88
776,Fundy,93028922,228587.1
777,Corobizar,123020035,228316.88
778,Vicksy,43960948,228293.29
779,mailand,61776958,228252.31
780,FEDMYSTER,39040630,228235.7
781,Naded,4331474,227172.58
782,Zemie,104632789,226946.56
783,Posty,135377687,226828.74
784,Delux,63072834,226681.95
785,HeyarTV,43043577,226378.25
786,Alixxa,100372176,226291.67
